location,area_sqft,bhk,bath,price
Jetpur,1814,3,4,8617008
Godhra,3170,4,2,16208709
Gandhinagar,2232,4,2,15934543
Dwarka,3122,5,1,16071793
Ahmedabad,1096,2,4,8990180
Botad,1072,1,3,4347422
Jamnagar,659,4,4,3938281
Palanpur,820,2,4,3707424
Navsari,2692,2,1,13809593
Porbandar,1738,1,3,6922579
Ahmedabad,1639,1,3,11824232
Amreli,3587,4,2,17136510
Bhavnagar,1088,5,3,6723090
Amreli,3196,3,2,14821670
Navsari,4075,4,1,20119610
Mahuva,4497,1,1,18303660
Dahod,1308,5,3,6731025
Valsad,3977,4,4,28048760
Dahod,4108,4,1,16970768
Valsad,903,4,2,5866842
Porbandar,2936,4,3,15151273
Ahmedabad,2507,2,3,15682414
Dahod,972,5,2,4350603
Amreli,2140,5,3,10009139
Navsari,4437,2,2,23137973
Valsad,2043,2,2,12370083
Amreli,1627,1,1,7072198
Sidhpur,404,5,1,2163170
Patan,2933,4,3,14665349
Vapi,3609,2,2,18656862
Botad,4268,5,1,22321587
Dwarka,1781,4,1,10214013
Gondal,2935,1,1,13137374
Bhuj,1175,3,3,6320271
Valsad,1883,5,3,11648949
Jetpur,3160,3,2,15274965
Morbi,3783,3,3,20768670
Vapi,4042,2,2,27365847
Porbandar,1168,3,2,5605531
Bhuj,1956,2,2,9264571
Ahmedabad,1796,4,4,13116356
Surendranagar,4336,3,3,21968303
Rajkot,3613,1,2,16334957
Valsad,4253,1,4,25002151
Valsad,3307,3,3,18998080
Mahuva,1343,3,2,6485148
Bharuch,2681,3,3,14340740
Sidhpur,4011,1,4,17492387
Gondal,1536,2,3,7210791
Dwarka,934,1,2,4178323
Surendranagar,2945,3,3,15105417
Dwarka,2572,4,3,15849179
Veraval,3741,2,2,20140110
Anand,2272,3,1,10903001
Dwarka,1193,1,1,6119453
Jetpur,790,1,4,3610025
Jamnagar,1201,3,2,5460510
Bhuj,2884,2,2,14721157
Veraval,1385,2,2,5830920
Amreli,3014,4,4,17256732
Vapi,3994,2,2,24356266
Gondal,3913,5,3,24823213
Jetpur,2210,1,4,9467653
Mahuva,2478,2,3,9743144
Anand,3167,3,4,18275788
Sidhpur,4258,3,1,20035531
Palanpur,2244,1,3,8585809
Botad,3583,2,2,17368442
Bhuj,3449,2,3,14868463
Gandhidham,2577,3,3,13952285
Bhavnagar,1844,2,3,8031578
Gondal,4059,3,4,19321293
Surat,1596,1,1,8423379
Junagadh,2661,3,2,13355997
Ahmedabad,2257,1,2,12562246
Morbi,3150,4,3,17941435
Sidhpur,3392,4,1,14878174
Nadiad,809,3,4,3960077
Jetpur,1837,2,3,9421143
Ahmedabad,1349,2,4,10622079
Veraval,2374,1,2,10766095
Junagadh,2057,4,4,11437489
Godhra,2996,2,1,12892769
Gandhinagar,2425,4,3,18394816
Rajkot,2134,1,2,11494628
Surendranagar,473,2,3,2275392
Dwarka,2341,1,1,10904376
Jetpur,1619,3,1,7044500
Sidhpur,1098,5,3,6368381
Rajkot,839,3,2,5193900
Junagadh,1380,4,2,6519255
Amreli,3943,2,1,17140615
Amreli,1453,3,1,6318376
Veraval,2764,5,4,15321906
Bharuch,3198,3,4,15649777
Mehsana,914,5,2,5636667
Valsad,3357,4,1,21756058
Bhuj,1869,1,3,9325552
Gandhidham,2977,1,4,13718159
Sidhpur,1612,5,3,7877885
Surendranagar,1254,1,1,4526995
Anand,1813,1,2,7685187
Navsari,1158,1,4,5880147
Valsad,752,3,2,4533162
Bhavnagar,457,2,4,2596923
Jamnagar,4184,1,3,20086222
Mahuva,3373,1,3,14661962
Bhavnagar,2839,1,2,14449448
Junagadh,1179,2,4,5056548
Gandhidham,1815,5,4,12368856
Amreli,4107,4,1,17112192
Bharuch,3639,5,3,21574610
Veraval,3236,3,3,18957576
Mahuva,3877,3,2,18648342
Morbi,3422,5,3,18184208
Veraval,4015,4,1,22710244
Palanpur,483,5,2,2835333
Godhra,403,3,2,1620653
Surendranagar,527,3,2,2247216
Gondal,3263,2,2,14188952
Gandhidham,2258,3,3,11052429
Dwarka,2131,1,3,11155956
Bharuch,4349,5,1,23902504
Godhra,656,5,4,2973212
Rajkot,3089,3,4,18650946
Gandhinagar,2207,5,1,18951537
Bhuj,793,3,1,3691051
Nadiad,3027,5,2,16011107
Dwarka,4000,5,1,20999944
Palanpur,3580,2,2,14828830
Jetpur,753,5,4,3992870
Dwarka,4460,4,2,26808141
Jetpur,1972,4,4,11135270
Navsari,2367,2,1,10451334
Botad,2999,5,1,13904602
Mahuva,3819,3,3,16889561
Amreli,548,3,2,2815140
Veraval,1544,4,1,9205673
Porbandar,1985,3,2,10079200
Jamnagar,1270,1,2,6587704
Nadiad,2706,1,3,13789342
Gandhinagar,2849,4,4,20974109
Morbi,2085,2,3,9927663
Nadiad,500,4,1,2517868
Rajkot,2676,2,3,13215002
Ahmedabad,895,4,3,7451423
Patan,1233,1,3,5743418
Bhuj,2243,4,1,13013559
Sidhpur,1071,2,2,4545757
Gondal,526,1,2,2591893
Godhra,3082,4,4,16189825
Surat,3190,3,3,22958829
Gandhidham,4456,3,1,24207886
Bhuj,591,5,3,3152442
Dahod,3568,2,1,14116010
Porbandar,3768,2,2,16429784
Godhra,3047,4,2,12913850
Anand,2007,2,3,11095529
Anand,3873,2,2,18674174
Gandhinagar,1858,3,2,15147781
Surendranagar,3741,4,3,19344040
Vapi,1594,2,1,8207501
Surat,2536,5,2,19582946
Porbandar,563,3,1,2723141
Jetpur,1448,5,4,8758027
Patan,1857,4,4,9500722
Mehsana,1933,2,1,9689904
Ahmedabad,2560,4,2,21167515
Navsari,2025,1,2,10444931
Veraval,4363,3,4,26580591
Botad,3666,1,4,17703115
Dwarka,665,5,1,3745192
Vadodara,2362,5,4,20706628
Vadodara,3523,5,1,22591310
Veraval,3610,3,3,19001895
Botad,2761,5,1,15227926
Nadiad,4147,4,1,23942803
Gandhinagar,1822,5,2,15026998
Surendranagar,4043,1,2,17103127
Navsari,4074,1,3,18247610
Mehsana,1362,1,1,6989483
Patan,1048,5,4,6068488
Mehsana,3452,5,4,19828246
Mehsana,3095,5,2,17466101
Nadiad,1815,1,4,8499279
Veraval,2715,2,1,14356886
Navsari,378,5,3,1921869
Sidhpur,4434,5,1,22234316
Sidhpur,2298,2,4,10180806
Veraval,1000,5,1,5175130
Vapi,2050,1,2,10275501
Amreli,650,2,1,2808257
Godhra,3062,1,1,10244945
Bharuch,1671,3,2,9391100
Patan,643,1,3,2565989
Bhuj,904,4,1,4409678
Anand,1349,3,3,7552847
Morbi,2062,5,1,9550152
Jamnagar,4312,5,3,25011227
Surendranagar,2477,5,3,15429087
Sidhpur,4427,4,2,23392025
Porbandar,2729,2,1,10492843
Gondal,1316,2,4,6338122
Dahod,3214,5,2,12422805
Navsari,2657,3,1,12597075
Surendranagar,400,1,3,1683659
Surat,1788,2,3,12851676
Jetpur,4237,1,2,18071000
Gondal,3095,4,4,19257183
Rajkot,2802,5,3,19073071
Surat,2056,5,3,17279302
Amreli,892,2,3,4282153
Dahod,3423,5,2,15745375
Bhuj,1885,5,1,11404434
Godhra,2926,1,3,11417629
Sidhpur,2296,3,4,11978310
Godhra,2120,5,3,9643594
Patan,656,2,1,2724920
Surat,4303,5,2,29404300
Jetpur,2892,3,2,15082143
Junagadh,1437,2,1,6142893
Gandhinagar,383,3,1,2998400
Jamnagar,3080,4,1,14454796
Godhra,534,5,3,2791572
Morbi,2978,2,2,12740724
Surendranagar,3963,1,3,15702626
Vapi,1287,1,1,6381649
Amreli,2959,3,2,15028704
Palanpur,2355,2,1,9398791
Dahod,3984,1,2,12340734
Rajkot,1217,4,1,6420390
Dwarka,1816,5,4,11690385
Godhra,3072,2,1,14042750
Gondal,1429,1,4,5857180
Godhra,4162,4,2,21800295
Nadiad,2463,3,4,12505728
Dahod,3010,4,4,11761263
Jetpur,1274,3,4,6445801
Mehsana,2662,3,2,15002470
Dwarka,1226,3,1,6827014
Gondal,3633,5,4,19564488
Gandhidham,1652,4,4,8710648
Morbi,3881,4,3,20671374
Gandhidham,1767,1,4,7945465
Gondal,3015,5,1,17635769
Bharuch,2873,4,1,15000238
Bhuj,3032,4,1,13862564
Anand,351,2,2,1762922
Palanpur,3544,5,4,17543364
Surendranagar,2805,5,3,17433240
Botad,3170,1,1,13626098
Dwarka,1394,3,1,6880784
Rajkot,356,5,3,2113824
Palanpur,605,2,4,2948884
Dwarka,2956,4,4,16867016
Morbi,1770,4,2,8222235
Bhuj,3301,4,2,16562797
Anand,1450,1,1,7029918
Nadiad,4337,4,2,21290337
Mahuva,4085,5,4,23545283
Gondal,3824,5,4,21541849
Porbandar,1872,4,1,9275959
Gandhidham,4460,3,4,28642143
Patan,624,1,4,2861096
Gandhinagar,4294,1,2,31071034
Vapi,4158,5,1,28492871
Jamnagar,2358,4,1,13183730
Godhra,782,3,1,3299579
Jetpur,3065,4,3,18278077
Palanpur,2719,2,1,12134660
Godhra,2483,1,4,10452169
Rajkot,2740,5,1,16241761
Jamnagar,1388,5,1,8554429
Vapi,2414,2,3,13793080
Valsad,466,1,2,2705194
Nadiad,4008,3,2,19710810
Gandhidham,4322,2,1,20389904
Jamnagar,1538,5,2,9727587
Mahuva,3488,2,4,17529736
Mehsana,2077,5,3,11642511
Valsad,1300,1,2,6670725
Jetpur,2818,4,2,13893925
Bhuj,4237,3,2,21631421
Botad,447,3,4,2208804
Surendranagar,686,1,3,3429598
Botad,2583,3,3,11982101
Junagadh,2441,5,4,13428119
Gandhidham,1946,5,3,12656886
Bharuch,2916,5,1,16378927
Bhavnagar,447,4,1,2337541
Veraval,3229,2,3,15045052
Vadodara,544,5,1,3339893
Morbi,1347,1,1,6190111
Anand,3429,5,2,22981192
Bharuch,2425,3,4,13291478
Bhavnagar,4064,3,4,22982343
Surendranagar,2458,2,1,10180300
Rajkot,3485,4,3,25360952
Valsad,2518,2,4,12856518
Navsari,3566,2,4,16315951
Botad,2139,5,1,12522334
Valsad,1196,1,1,5268012
Valsad,4002,1,4,19715831
Ahmedabad,659,4,3,4706420
Dahod,3555,5,1,15624381
Sidhpur,4266,4,4,23606824
Bhavnagar,2200,1,4,11829869
Jetpur,1342,5,3,7073739
Godhra,3631,1,1,13172897
Dahod,1009,4,3,4632958
Bharuch,672,4,2,3307479
Bhuj,1224,3,4,5762288
Veraval,1902,2,1,8206118
Gandhidham,4357,4,1,26182998
Godhra,4443,5,4,26075040
Surat,653,3,1,4075482
Vadodara,3671,1,2,23132419
Gondal,1570,5,2,9717886
Vadodara,1509,4,1,10011902
Vadodara,2338,2,1,12633881
Rajkot,2867,1,4,16243098
Bhavnagar,1221,1,4,5958961
Porbandar,866,2,4,3890026
Dwarka,3006,1,2,13357153
Morbi,723,5,2,3705446
Gandhinagar,2593,2,4,17881944
Patan,1701,4,2,9314090
Vadodara,1442,1,4,9540238
Surat,4339,1,1,21588360
Jamnagar,2674,4,4,16333372
Morbi,1522,3,4,7588923
Bharuch,658,5,2,3853676
Jamnagar,2817,3,4,13195802
Gandhidham,1922,1,1,9241612
Porbandar,4152,2,3,16560829
Gandhinagar,1572,4,4,12174180
Vadodara,792,3,3,4866535
Valsad,3088,5,4,18443285
Rajkot,1790,2,1,9545525
Gandhinagar,930,2,4,7291667
Surendranagar,3782,2,3,16359526
Gandhinagar,3021,2,1,19538986
Mahuva,1988,4,2,8688720
Sidhpur,795,4,2,3466131
Gondal,1808,4,3,8697562
Navsari,3287,3,2,16190738
Vadodara,838,3,2,4846677
Gondal,4106,4,2,23094393
Porbandar,2767,5,2,15775313
Mehsana,2231,1,4,12996295
Sidhpur,2123,5,4,12354302
Vapi,468,4,2,2885337
Botad,2171,5,2,13094860
Ahmedabad,3772,1,1,27135029
Vadodara,3837,5,4,29304565
Junagadh,4056,4,2,17783459
Ahmedabad,3681,2,2,24336776
Gandhidham,1093,1,4,5809318
Mehsana,4112,5,1,28456128
Gondal,1485,4,2,8419204
Patan,4153,1,1,15933056
Dahod,617,3,4,2838067
Morbi,1013,5,3,5997163
Rajkot,3331,1,1,16198670
Gondal,684,3,3,3153600
Bhavnagar,2027,2,3,9200722
Gandhinagar,4269,5,2,39020299
Porbandar,2975,3,3,14475582
Botad,2620,1,1,10503669
Veraval,4333,5,1,24014590
Palanpur,4052,5,3,23272766
Bhavnagar,1892,4,1,8620742
Bharuch,2712,1,1,10425258
Gandhinagar,1562,4,2,13999116
Surat,2751,4,2,19463495
Mahuva,3986,1,3,15625332
Surat,2253,5,3,16967620
Dahod,3023,4,4,13516922
Anand,2860,2,3,13795495
Patan,2710,1,2,10606377
Gondal,1712,5,2,10011791
Palanpur,1843,2,2,7225543
Gandhinagar,687,3,2,5163018
Patan,1861,2,1,8237959
Amreli,1561,3,4,7517030
Mehsana,2820,1,1,13272140
Sidhpur,1540,4,3,6777946
Dahod,2771,4,3,13866789
Nadiad,3971,3,1,21751827
Vadodara,1492,5,1,9929669
Dwarka,2155,4,3,10915221
Rajkot,1948,5,2,13719768
Vapi,1953,1,1,10707480
Veraval,1065,5,4,5912536
Surendranagar,809,3,4,3715366
Botad,3378,4,3,15238275
Amreli,3228,3,4,17041289
Jamnagar,2116,4,4,13321850
Palanpur,1691,4,4,7802644
Jamnagar,1526,2,3,7607329
Dahod,891,5,4,3740012
Mahuva,2589,4,2,13130375
Anand,1982,2,4,10025949
Sidhpur,695,3,3,3211787
Gondal,2189,1,1,8385605
Godhra,4221,1,3,16487062
Sidhpur,2354,1,1,9819481
Sidhpur,896,5,3,4726375
Botad,2462,4,1,11761669
Surat,2476,2,1,13724583
Gondal,1459,3,2,6279055
Patan,3786,3,1,15910265
Bhavnagar,1937,2,1,9236253
Mehsana,2992,3,3,16160860
Patan,1135,5,3,6559781
Ahmedabad,1471,5,3,11862702
Sidhpur,3725,3,2,14815516
Nadiad,4473,2,2,24220460
Gandhinagar,3768,4,1,26256965
Anand,492,4,3,2729315
Patan,1488,4,3,6747907
Godhra,585,1,2,2029171
Nadiad,2206,3,2,10674220
Jamnagar,3830,1,1,14667045
Jetpur,3882,1,2,14745118
Rajkot,4192,1,3,19395555
Godhra,434,1,1,1839293
Morbi,1988,2,3,8053485
Nadiad,2622,5,3,15193085
Gandhidham,4486,5,1,23115103
Ahmedabad,2127,2,3,13651629
Ahmedabad,1158,2,4,8121884
Bharuch,3951,1,2,19026794
Bhuj,3824,2,2,17764534
Surendranagar,1362,4,1,6794994
Sidhpur,3309,3,1,12692726
Sidhpur,1297,4,3,6264415
Godhra,3986,2,4,16388313
Botad,1896,1,4,9704302
Patan,1818,1,4,8260574
Dwarka,3938,5,1,20000450
Dwarka,3631,5,1,22200205
Mehsana,880,3,2,4715477
Dwarka,1355,2,4,7618894
Vapi,2586,4,3,17583649
Dwarka,4319,5,3,23466085
Gondal,1235,1,3,5559557
Porbandar,1452,1,1,6313424
Bhavnagar,4430,1,2,19200506
Surendranagar,1601,3,1,8085847
Sidhpur,4167,2,3,19057285
Sidhpur,4485,3,3,22633607
Surat,608,4,1,4065694
Surendranagar,3432,4,4,16048620
Bharuch,2832,2,4,13707287
Godhra,3537,4,1,16232240
Sidhpur,4198,4,2,19991238
Dwarka,2507,4,4,15320739
Amreli,2680,3,1,10095567
Vadodara,1400,3,3,10244616
Surat,3145,4,1,21312868
Amreli,3724,3,1,17027235
Gandhidham,2272,3,1,13329955
Bhavnagar,2847,1,3,11883722
Surendranagar,656,4,4,3617242
Mahuva,2534,1,4,11519597
Surendranagar,3444,5,4,18604287
Junagadh,4350,1,2,17349212
Dahod,1715,5,3,7637494
Botad,2002,4,1,10915427
Morbi,2704,3,1,11945178
Dwarka,2200,5,1,13364121
Junagadh,3109,3,1,14532341
Jetpur,3848,2,3,19621006
Godhra,4484,3,4,21802129
Surendranagar,1989,4,4,9975246
Gondal,1829,1,2,8205058
Morbi,4178,3,4,24086490
Rajkot,1993,3,4,11067940
Nadiad,2809,4,4,15724038
Bhavnagar,2017,4,3,12145344
Mehsana,2450,5,2,14914850
Gandhinagar,1578,2,1,10233324
Godhra,4152,4,4,19898753
Vadodara,2004,2,3,11346392
Valsad,2625,5,2,17806075
Vadodara,4330,1,1,26862001
Jamnagar,2921,5,3,19161955
Mahuva,3327,1,4,16650105
Anand,2283,1,1,10677777
Valsad,4416,1,2,23565756
Surendranagar,3047,5,4,18903684
Gandhidham,3814,2,2,17197884
Morbi,2599,4,4,13046970
Rajkot,4367,5,3,30956739
Gandhinagar,2942,5,4,26309028
Gandhidham,2625,2,3,13657398
Patan,2874,1,1,12543374
Rajkot,2313,3,4,13518428
Patan,1349,5,2,7645182
Bhuj,414,4,3,2145990
Gandhidham,2786,2,2,15905745
Surendranagar,3678,1,3,17963599
Sidhpur,4209,4,3,21890844
Junagadh,1663,3,1,7296743
Surendranagar,4063,1,1,17611840
Bharuch,3982,2,1,17524278
Godhra,2920,5,1,12272086
Gandhidham,1415,5,4,9764892
Surendranagar,4048,4,2,19240757
Surendranagar,2658,2,1,11479105
Bharuch,3573,4,2,16072472
Surat,2223,1,4,12839039
Mehsana,757,4,4,4898516
Nadiad,1079,3,2,6445846
Gandhinagar,465,5,4,4522496
Gondal,4398,1,2,20498294
Navsari,2530,3,4,13374230
Botad,2042,5,2,12577546
Palanpur,1901,4,2,9014266
Nadiad,585,3,3,2936866
Veraval,2384,3,4,11476016
Jetpur,1441,3,4,7775295
Bhuj,3817,5,3,19377108
Rajkot,776,3,2,4499381
Amreli,722,1,3,2967852
Bhuj,2828,4,3,13894679
Vadodara,1819,3,2,11877216
Dahod,4184,2,1,14688780
Botad,1511,3,1,6707940
Anand,4439,3,3,27720325
Palanpur,2506,5,3,13302450
Botad,1701,3,4,9372962
Nadiad,3954,1,2,16635927
Porbandar,1850,1,4,7627308
Gondal,3925,1,4,15788001
Amreli,4324,4,4,19293734
Nadiad,1362,3,1,6385955
Palanpur,1829,2,3,8338121
Morbi,383,5,2,2011501
Bhavnagar,2366,4,1,13668145
Surat,2678,1,4,16332677
Junagadh,3000,2,1,11394419
Jetpur,4069,3,1,18153836
Vadodara,4061,3,2,24260769
Rajkot,2667,3,1,16216713
Bhuj,1108,4,3,5525167
Dwarka,1080,1,2,4565068
Dwarka,2684,2,1,12230855
Botad,2890,5,2,14918199
Junagadh,3360,5,2,17612881
Bhuj,4252,3,4,20052907
Botad,3366,5,2,17771448
Botad,1111,1,3,5578751
Porbandar,1620,4,1,7370611
Botad,998,4,3,4710514
Anand,2810,2,4,14240933
Rajkot,976,1,1,4929053
Mahuva,1124,4,3,5529642
Jamnagar,4474,1,1,21321820
Gondal,1820,2,4,7799788
Mahuva,2788,3,4,14979694
Veraval,2521,3,2,11943539
Jamnagar,2474,1,4,12130419
Ahmedabad,3585,1,1,20404353
Jetpur,4119,4,4,20991932
Patan,3585,3,1,14295444
Ahmedabad,1913,1,1,12726476
Navsari,569,2,4,3065760
Gandhidham,3919,5,2,20710067
Gondal,1563,4,4,7443153
Mehsana,1598,4,4,9963387
Veraval,2337,2,3,11974420
Dwarka,767,3,1,3480339
Botad,3755,4,3,17081706
Dwarka,4332,5,4,24866953
Rajkot,505,4,3,3260923
Vapi,3767,4,1,24298485
Amreli,4022,4,1,16728431
Navsari,4194,3,4,21167690
Porbandar,3128,5,4,15534750
Palanpur,3547,4,3,19316044
Mehsana,2047,3,1,11718296
Anand,1769,2,2,9285776
Junagadh,3757,4,3,17804425
Rajkot,498,3,3,2872178
Mehsana,1781,5,1,11790333
Dahod,3877,1,2,12381028
Porbandar,4334,3,3,22814248
Vadodara,2541,2,1,16092520
Veraval,4094,1,1,19729311
Junagadh,693,5,1,3194483
Gandhinagar,2032,3,2,16572104
Veraval,4494,4,1,21446444
Patan,3091,2,1,14378627
Veraval,3755,1,2,18905227
Jetpur,3146,3,2,13374956
Patan,3749,3,2,15531414
Mahuva,2219,2,4,10199448
Mahuva,4108,5,3,25101108
Veraval,1542,1,1,6037075
Surendranagar,3640,2,4,15328005
Vadodara,1586,5,1,12735899
Palanpur,3784,4,3,20195460
Surendranagar,3169,1,3,15615139
Nadiad,3659,4,2,22740705
Veraval,3178,4,2,19297630
Jamnagar,652,5,3,3740137
Anand,2675,2,1,13270159
Godhra,3141,2,1,10882411
Valsad,2327,3,4,16442631
Gandhinagar,841,3,3,6863209
Amreli,1364,1,1,5203626
Ahmedabad,4062,3,2,32332602
Porbandar,3219,3,3,16407280
Anand,3443,5,2,18309926
Navsari,3309,4,1,15751742
Botad,3725,1,1,13530600
Anand,4251,2,4,20093214
Dwarka,3584,3,4,20843118
Veraval,4360,4,2,21362113
Anand,4321,4,2,28003905
Gandhinagar,2091,4,4,15445116
Mehsana,3375,1,4,15787627
Patan,2722,1,2,9890341
Godhra,3417,3,3,15359410
Nadiad,1514,5,4,8187642
Godhra,2672,2,2,12083018
Sidhpur,367,1,3,1316837
Vadodara,3770,4,3,27250250
Dahod,3440,4,2,15837452
Gondal,4035,4,2,23346383
Surendranagar,1081,5,4,5955748
Dwarka,3127,5,1,20245863
Veraval,2622,1,2,12753896
Godhra,1364,5,1,5886238
Rajkot,1901,4,1,10142364
Bharuch,505,3,2,2313380
Veraval,1043,5,3,6004324
Vadodara,4376,1,3,25570273
Mahuva,547,5,3,2858080
Jamnagar,1289,1,2,5543391
Bharuch,2443,1,2,10116367
Mahuva,1736,1,3,6788642
Rajkot,2791,4,1,15864871
Mahuva,3005,3,4,16951537
Gandhinagar,774,2,2,5993781
Gandhidham,4388,5,4,31555159
Vapi,846,3,4,5725270
Bhavnagar,4316,1,4,21294007
Surat,2554,5,1,17248631
Anand,2845,5,4,17806641
Morbi,1516,3,2,7932910
Botad,4050,1,1,18396605
Palanpur,1721,1,1,7694316
Jetpur,2588,5,3,15754624
Bhuj,3228,2,3,13759958
Bhavnagar,2812,1,4,14126055
Anand,2639,4,2,15535445
Surendranagar,3156,3,4,15082367
Surendranagar,3148,2,4,17229002
Dahod,480,2,1,1836235
Ahmedabad,428,2,4,3174104
Sidhpur,3567,5,1,18792469
Bhavnagar,603,4,1,2996263
Bhuj,3282,4,2,19282104
Ahmedabad,1372,4,3,12290698
Veraval,426,2,1,2170308
Amreli,1918,1,3,8581003
Porbandar,2269,4,3,10081015
Sidhpur,2062,1,2,9385441
Dwarka,1258,3,4,6361027
Navsari,1787,1,2,8784857
Anand,2476,5,2,16529181
Vapi,1921,1,3,11621445
Gondal,366,4,1,2049229
Surendranagar,3893,4,3,18214467
Gondal,4409,3,1,23548188
Porbandar,734,3,4,3703355
Surendranagar,392,4,2,1906418
Surat,2198,4,1,17061452
Navsari,1697,3,3,7883883
Junagadh,578,4,4,3326412
Dahod,2401,2,1,8834389
Dahod,795,3,2,3634263
Veraval,1133,4,1,5286535
Rajkot,623,4,3,4411519
Bhavnagar,1394,1,4,5761681
Botad,888,1,1,3760783
Palanpur,3474,4,1,16992567
Mahuva,2259,5,1,11374995
Gondal,3857,5,1,19662780
Surat,4069,5,3,32257609
Junagadh,1191,1,1,4974157
Navsari,1382,5,3,7845172
Jetpur,3992,2,2,16289139
Vadodara,845,2,3,5482641
Amreli,2899,5,2,13025790
Godhra,3159,3,3,16211119
Nadiad,819,2,1,3874775
Navsari,1991,2,1,8998009
Jetpur,4178,5,3,25518265
Dahod,2804,4,3,11129415
Gondal,695,4,2,4077982
Porbandar,2236,4,2,10310483
Dahod,3429,2,4,12584473
Ahmedabad,3322,1,1,20040982
Gandhinagar,1516,3,4,11176142
Patan,709,1,2,2643756
Bharuch,2143,3,2,10108930
Gandhidham,1812,2,1,8113323
Valsad,1178,1,2,5893304
Gandhinagar,3122,2,3,22882807
Patan,3400,2,4,17375273
Bhavnagar,1320,2,2,6843019
Navsari,3448,3,3,18888056
Gandhidham,728,5,2,4826102
Palanpur,1567,3,2,6284824
Vapi,1385,5,4,9404866
Jamnagar,4205,5,1,21232259
Bhuj,3415,4,4,17516804
Patan,4309,4,4,20715839
Dwarka,649,2,2,3608258
Veraval,2270,4,2,11706193
Bhuj,1637,3,3,8650834
Anand,1038,3,4,5961868
Porbandar,687,4,3,3452371
Gondal,3893,4,3,22803561
Surendranagar,2586,4,1,11630577
Porbandar,2525,1,3,12156523
Palanpur,4460,5,1,24075331
Porbandar,1156,1,1,4509445
Navsari,3084,2,3,14360999
Vapi,1911,5,2,15341711
Valsad,419,3,3,2758255
Dwarka,3673,5,1,20810484
Nadiad,3606,2,2,19149954
Morbi,4236,2,4,21775080
Gondal,3140,1,3,15607369
Botad,3771,2,4,17939648
Surat,3419,2,2,20530856
Ahmedabad,4444,3,3,30757130
Botad,3654,5,3,19216995
Surat,613,2,2,4444378
Dahod,3552,4,2,17179495
Bhavnagar,3515,2,4,15734058
Veraval,2845,1,2,11546853
Bharuch,612,5,4,3075748
Navsari,919,4,3,4726514
Palanpur,923,4,1,4198556
Ahmedabad,1757,3,4,13160035
Gandhinagar,1407,5,4,12594731
Bhavnagar,3536,2,2,18702467
Godhra,3890,4,2,18570817
Godhra,2012,5,4,9715418
Ahmedabad,1518,4,1,12458663
Gandhidham,3044,5,4,19132351
Vadodara,1096,3,4,7227386
Godhra,3553,5,2,16917486
Bharuch,3889,4,4,24091207
Bharuch,1132,4,1,5310218
Mehsana,2592,5,3,17507150
Bhavnagar,2129,4,4,13774429
Gandhinagar,3370,1,1,22215672
Surendranagar,3709,4,2,17585761
Vadodara,4136,1,1,24165366
Gondal,3472,3,4,20064244
Dwarka,659,1,3,2821990
Anand,3029,4,4,18076171
Jamnagar,2334,4,2,12648533
Vapi,1671,2,1,9938674
Bharuch,2759,1,4,11574224
Ahmedabad,2588,2,4,18105425
Morbi,632,5,2,3344646
Rajkot,1192,4,3,7455846
Ahmedabad,748,4,2,6498618
Patan,2304,2,1,8358283
Surat,469,3,2,3330363
Bhavnagar,2156,1,2,10306554
Vadodara,3755,5,1,28903586
Surendranagar,1902,5,2,11533678
Dwarka,3855,1,2,16562311
Amreli,2999,2,1,12003699
Surendranagar,448,4,2,2261480
Bhavnagar,2631,5,3,13226990
Morbi,3717,3,4,21697297
Junagadh,1754,3,1,8277025
Bhuj,1438,3,2,7563872
Surendranagar,4299,1,3,16306376
Veraval,3482,5,2,20071297
Ahmedabad,2255,1,1,13401283
Botad,2345,5,1,10684605
Patan,4435,3,2,18373739
Morbi,660,2,4,3408258
Dahod,1449,3,3,6289483
Vadodara,3748,3,1,21860682
Dahod,3157,2,2,12195397
Gandhidham,2172,5,4,13898066
Bharuch,3973,1,1,18748629
Bhavnagar,1926,1,2,9746450
Anand,1101,2,2,5176037
Jamnagar,3841,4,3,19492049
Navsari,2356,4,2,13274336
Godhra,2687,5,4,15774099
Navsari,2577,4,1,15471395
Patan,3612,4,2,17446311
Botad,4489,5,4,27510879
Jetpur,512,4,4,3053813
Godhra,1601,5,2,7263939
Gondal,2855,4,3,14802411
Jetpur,939,3,2,4824770
Navsari,1617,2,1,6574255
Patan,4375,4,4,25447464
Patan,3496,4,3,18247416
Bhavnagar,3698,1,1,15571332
Mehsana,1941,4,3,12805084
Amreli,4352,3,1,19841433
Botad,2371,2,4,9894375
Patan,581,2,3,2680645
Nadiad,2433,2,2,10408368
Jamnagar,3498,4,1,18662567
Navsari,3814,2,4,18279315
Godhra,4451,5,4,23573399
Mahuva,1078,1,3,5071912
Vapi,2066,4,3,12113633
Mehsana,4378,1,1,18538538
Mahuva,3764,3,4,17008644
Patan,1876,2,2,8127864
Gandhinagar,4041,5,2,31249972
Rajkot,1846,2,3,11954624
Mahuva,3960,5,1,22383348
Mehsana,1003,3,1,5280382
Vapi,876,3,1,5489540
Jetpur,4324,1,1,15700431
Ahmedabad,692,1,2,4514792
Ahmedabad,3427,5,3,32310074
Jetpur,3110,5,4,16872944
Dahod,2932,2,3,12078261
Bhuj,818,3,3,4640068
Ahmedabad,4093,4,2,27244484
